id,team,league_i,pos,name,gift,info,acc,pas,df,ctr,lvl,age,sk_pot,skill_1,skill_2,skill_1_level,skill_2_level,data_reliability
6760f2ec-3639-48eb-b3a5-09918003815d,"Odivelas FC (Portugal)
",1,?,Villeta,0,,,6.0,1.0,11.0,4.0,23.0,5.0,,,,,0.875
f0ba055b-5553-4bbf-b797-4db843a0789f,"Lagoa FC (Portugal)
",1,G,Cara T,1,,5.0,18.0,32.0,,22.0,20.0,6.0,,,,,0.875
e7f1e5af-c76b-49a4-8df1-caff3b73e697,"Lagoa FC (Portugal)
",1,LD,Sanches,0,,7.0,14.0,31.0,7.0,14.0,30.0,5.0,,,,,1.0
76563d04-6ae6-4007-a2a8-a36d03f90618,"Lagoa FC (Portugal)
",1,CD,Feliz,2,,14.0,21.0,36.0,18.0,,24.0,7.0,,,,,0.875
7a8cd06c-22c9-4c83-8697-954e288772a1,"Lagoa FC (Portugal)
",1,CD,Samudio,2,,15.0,23.0,32.0,4.0,19.0,23.0,7.0,,,,,1.0
3fcf1cc1-b479-44dc-a784-bb7f0cb649ff,"Lagoa FC (Portugal)
",1,CD,(Constantino,1,,9.0,22.0,34.0,6.0,18.0,23.0,6.0,,,,,1.0
b1f6e863-bd8e-446e-a176-69a7c9fc5c08,"Lagoa FC (Portugal)
",1,RD,Estacio,0,,14.0,7.0,26.0,12.0,14.0,23.0,5.0,,,,,1.0
46c8de8b-c4dd-48b5-96d2-1aebc52f72ac,"Lagoa FC (Portugal)
",1,DM,Dias,1,Top-2,12.0,32.0,16.0,11.0,18.0,20.0,6.0,,,,,1.0
66b35e16-1c4b-45ad-ad3b-b7220b7f5c86,"Lagoa FC (Portugal)
",1,M,Nuncio,1,,23.0,22.0,11.0,18.0,19.0,33.0,6.0,,,,,1.0
29faf312-ff6a-42e1-a4ee-0e35d71e1938,"Lagoa FC (Portugal)
",1,CM,Melchior,0,,22.0,19.0,12.0,18.0,18.0,22.0,5.0,,,,,1.0
296ea557-5b53-46f8-9384-9d4fadbe0ab0,"Lagoa FC (Portugal)
",1,FW,Feijo,1,,27.0,7.0,23.0,23.0,25.0,32.0,6.0,,,,,1.0
351707da-7955-4bbf-94fa-1e66640f3430,"Lagoa FC (Portugal)
",1,F,Lagos,0,,17.0,14.0,7.0,15.0,12.0,23.0,5.0,,,,,1.0
9f4a0800-e412-4f10-8af3-4cee3fbecada,"Lagoa FC (Portugal)
",1,G,Cadete,0,,14.0,10.0,18.0,26.0,,24.0,5.0,,,,,0.875
4ec6ad8d-f1a7-47df-bd30-487ee9179526,"Lagoa FC (Portugal)
",1,D,Alves,0,,6.0,10.0,11.0,20.0,10.0,23.0,5.0,,,,,1.0
3283a2bb-8921-4145-a61b-6aaa1dfef4fa,"Lagoa FC (Portugal)
",1,D,Candido,0,,13.0,7.0,17.0,16.0,12.0,22.0,5.0,,,,,1.0
44c5139b-2e5f-4709-9712-84e092b7c614,"Lagoa FC (Portugal)
",1,D,Gloria,1,,3.0,14.0,15.0,21.0,12.0,24.0,6.0,,,,,1.0
ed1b2370-1a24-470f-bb7f-1697f03481e6,"Lagoa FC (Portugal)
",1,?,Frias,0,,24.0,1.0,14.0,8.0,10.0,33.0,5.0,,,,,1.0
46b3fc03-9184-4186-8a43-5618ee0f478e,"Lagoa FC (Portugal)
",1,?,Paulino,0,,12.0,4.0,20.0,8.0,9.0,23.0,5.0,,,,,1.0
bd146069-30fe-4f84-8378-3c1dcc860580,"Lagoa FC (Portugal)
",1,?,Za reo.,1,,18.0,16.0,4.0,6.0,9.0,23.0,6.0,,,,,1.0
51343bac-9d01-465c-b352-79b50071f226,"Lagoa FC (Portugal)
",1,?,Frasco,1,,6.0,8.0,22.0,11.0,,32.0,6.0,,,,,0.875
87ec579b-82b0-4266-9e94-245c8515c21d,"Lagoa FC (Portugal)
",1,?,Travassos,1,,12.0,6.0,6.0,26.0,11.0,21.0,6.0,,,,,1.0
1038b1c8-7f42-4921-bda9-d549cc5abc43,"Valongo FC (Portugal)
",1,GK,Clara,1,Top-2,8.0,5.0,33.0,22.0,17.0,23.0,6.0,,,,,1.0
dc7d7943-3919-4367-9e03-42633ba09de3,"Valongo FC (Portugal)
",1,CD,Fagundes,1,,9.0,14.0,25.0,20.0,17.0,24.0,6.0,,,,,1.0
a98942e4-2616-4f1a-acf6-75a752bafa56,"Valongo FC (Portugal)
",1,CD,To re,0,,8.0,16.0,30.0,17.0,18.0,28.0,5.0,,,,,1.0
ef3dfe13-4e22-4395-a70e-fb6febf7300a,"Valongo FC (Portugal)
",1,?,Velez,1,,2.0,9.0,15.0,12.0,77.0,19.0,6.0,,,,,1.0
ae447ec7-e1e4-4a4b-9196-939e4758a83a,"Valongo FC (Portugal)
",1,M,Salvador,1,,22.0,14.0,26.0,6.0,,24.0,6.0,,,,,0.875
c2aa6e7b-c25d-4263-9155-61ac3c5e8e2d,"Valongo FC (Portugal)
",1,?,alix,1,,4.0,28.0,7.0,14.0,12.0,20.0,6.0,,,,,1.0
05d6dfe3-da24-4162-9d76-adf06a8f9e4f,"Valongo FC (Portugal)
",1,CM,Pera,1,,17.0,28.0,10.0,7.0,15.0,22.0,6.0,,,,,1.0
f5a83ab1-62ea-4555-87b5-7f1ecaf2a1cd,"Valongo FC (Portugal)
",1,M,ince,0,,14.0,22.0,8.0,6.0,11.0,28.0,5.0,,,,,1.0
f7c95cdd-16fc-4835-b35f-498466995358,"Valongo FC (Portugal)
",1,CF,Da Cruz,1,,29.0,10.0,13.0,22.0,19.0,32.0,6.0,,,,,1.0
d16e99e5-5a60-4444-a2bd-a4620b78c2d2,"Valongo FC (Portugal)
",1,FW,Guardado T,1,2p-,37.0,10.0,21.0,9.0,20.0,33.0,6.0,,,,,1.0
9deb69de-537b-490d-b1ee-41ee46c52d9a,"Valongo FC (Portugal)
",1,F,Deus,1,,25.0,7.0,16.0,17.0,16.0,24.0,6.0,,,,,1.0
3efe19ee-fe1f-4abb-86d8-96023d7f96b0,"Valongo FC (Portugal)
",1,M,Riso,0,,24.0,16.0,4.0,9.0,11.0,24.0,5.0,,,,,1.0
69a391ef-03f7-4a46-a6c7-ee8ef0162ef0,"Valongo FC (Portugal)
",1,DM,Rodrigues,1,,15.0,27.0,11.0,15.0,17.0,23.0,6.0,,,,,1.0
b1a36df3-e77c-492f-8b7d-cb4c71841bcb,"Valongo FC (Portugal)
",1,F,Sivas,0,,20.0,3.0,4.0,20.0,10.0,17.0,5.0,,,,,1.0
3a8408a6-ca8a-4f53-8e87-9b36a1056365,"Valongo FC (Portugal)
",1,?,Giraldo,0,,22.0,11.0,2.0,15.0,11.0,32.0,5.0,,,,,1.0
619c45bb-607f-4edf-8291-a4393cdb6ac4,"Valongo FC (Portugal)
",1,?,Salazar,1,,24.0,10.0,10.0,15.0,13.0,23.0,6.0,,,,,1.0
7d9dc863-bd94-4bd4-ba7c-ddb371c57868,"Valongo FC (Portugal)
",1,M,Rodtigo,1,,12.0,21.0,10.0,10.0,12.0,19.0,6.0,,,,,1.0
d87cb363-df70-46b9-b136-9019dcb5d3e4,"Valongo FC (Portugal)
",1,?,Nuno,2,,18.0,19.0,3.0,10.0,11.0,19.0,7.0,,,,,1.0
3302b358-d06a-4f6b-80ca-6053c4ff6757,"Valongo FC (Portugal)
",1,?,Ornetias,0,,17.0,13.0,3.0,17.0,11.0,24.0,5.0,,,,,1.0
bd92bcc6-1680-4193-a3a1-69537e9f50a5,"Marinha Grande FC (Portugal)
",1,GK,Acosta,1,Top-1,17.0,10.0,31.0,22.0,21.0,21.0,6.0,,,,,1.0
fb9a5695-9368-4e56-a2cf-69962aa038e4,"Marinha Grande FC (Portugal)
",1,CD,Gaia,1,,5.0,17.0,34.0,18.0,19.0,21.0,6.0,,,1.0,,1.0
bc4a0943-8a82-4aea-9559-4e81307fa6f6,"Marinha Grande FC (Portugal)
",1,CD,De Menses,1,,16.0,8.0,36.0,17.0,20.0,30.0,6.0,,,,,1.0
bec3c239-7b84-47fd-a917-b0d3da7b3564,"Marinha Grande FC (Portugal)
",1,CD,Santa Ana,2,,4.0,16.0,41.0,13.0,19.0,25.0,7.0,,,,,1.0
3bffb988-eb05-469b-ac95-899afbf885bc,"Marinha Grande FC (Portugal)
",1,LD,el uterres,1,,10.0,8.0,32.0,30.0,21.0,24.0,6.0,,,,,1.0
becf9cc4-8091-46e8-9cac-1522e4610520,"Marinha Grande FC (Portugal)
",1,RD,Anes,0,,8.0,8.0,31.0,12.0,14.0,25.0,5.0,,,,,1.0
cdd4b93c-e095-4251-85fc-005c5829c540,"Marinha Grande FC (Portugal)
",1,CM,Merenda,1,Top-3,27.0,27.0,18.0,8.0,21.0,32.0,6.0,,,,,1.0
c1b2212b-d224-45ad-8587-b5799d03f4f2,"Marinha Grande FC (Portugal)
",1,CM,Veloso,2,,20.0,24.0,9.0,15.0,,31.0,7.0,,,,,0.875
803546d9-33cb-47c5-bbfd-d77de53b6a37,"Marinha Grande FC (Portugal)
",1,F,Cotta,1,,28.0,13.0,19.0,11.0,18.0,30.0,6.0,,,,,1.0
9503e9ed-dd42-41e1-9e34-3468336214e0,"Marinha Grande FC (Portugal)
",1,FW,Jurado,1,,29.0,14.0,19.0,12.0,19.0,19.0,6.0,,,,,1.0
b681820a-526d-4bc4-ab3c-a735c3f7fe98,"Marinha Grande FC (Portugal)
",1,FW,"Anzu res,",1,,38.0,6.0,13.0,23.0,21.0,25.0,6.0,,,,,1.0
181bb189-830b-4f1b-91ea-eef382394378,"Marinha Grande FC (Portugal)
",1,G,Arruda,1,,13.0,11.0,20.0,24.0,17.0,27.0,6.0,,,,,1.0
52b28a38-9846-4a8b-9ca2-5a788f19d9db,"Marinha Grande FC (Portugal)
",1,D,Quinteta,0,,5.0,11.0,21.0,34.0,18.0,26.0,5.0,,,,,1.0
463663f7-8145-42c4-b1d9-47973c5f0d8d,"Marinha Grande FC (Portugal)
",1,D,Facundo,1,,4.0,13.0,18.0,18.0,12.0,26.0,6.0,,,,,1.0
07fbfd23-e794-426b-9070-309aa50ee7c9,"Marinha Grande FC (Portugal)
",1,D,Caro,1,,12.0,7.0,20.0,23.0,17.0,26.0,6.0,,,1.0,,1.0
53dab68a-99fd-4ad0-9cf8-96c5602a8879,"Marinha Grande FC (Portugal)
",1,D,Fafao,0,,10.0,18.0,16.0,6.0,11.0,26.0,5.0,,,,,1.0
627b23e9-2e87-4af4-8833-2415916c25b9,"Marinha Grande FC (Portugal)
",1,?,Armando,0,,17.0,7.0,7.0,13.0,9.0,28.0,5.0,,,,,1.0
41aa5580-2883-45c3-8ad1-2284edd395fd,"Marinha Grande FC (Portugal)
",1,?,Fagundes,0,,8.0,16.0,8.0,12.0,9.0,32.0,5.0,,,,,1.0
1cf81ece-5af3-49fc-9326-2e69463c2594,"Marinha Grande FC (Portugal)
",1,CF,Braz,0,,27.0,4.0,13.0,15.0,14.0,21.0,5.0,,,,,1.0
4f3f2bbc-0ef7-40d2-ad9d-cffa449ba712,"Marinha Grande FC (Portugal)
",1,M,Salazar,1,,19.0,13.0,8.0,13.0,12.0,22.0,6.0,,,,,1.0
64eac279-feee-4b97-b670-5d362ac5111b,"Marinha Grande FC (Portugal)
",1,D,Cara,1,,10.0,18.0,16.0,12.0,13.0,27.0,6.0,,,3.0,,1.0
2ce4d415-428d-4b3b-8866-49c2a210bc00,"Marinha Grande FC (Portugal)
",1,?,Marcelo,1,,8.0,7.0,18.0,14.0,10.0,22.0,6.0,,,,,1.0
d758c1c8-0186-4381-ae08-fc8a7c06e7b6,"Marinha Grande FC (Portugal)
",1,?,Mattos,0,,6.0,10.0,18.0,13.0,10.0,25.0,5.0,,,,,1.0
a8b43aa3-a175-498d-a69f-1ff51fe283f3,"Abrantish FC (Portugal)
",1,G,Alamo,1,,6.0,15.0,32.0,15.0,17.0,31.0,6.0,,,,,1.0
c5082636-b02a-4b8b-828b-3b7d9d76e7b7,"Abrantish FC (Portugal)
",1,CD,Alberto,0,,4.0,7.0,30.0,15.0,13.0,30.0,5.0,,,,,1.0
1883846b-f4c7-4995-bdf9-d8fa77984ba6,"Abrantish FC (Portugal)
",1,D,Mirante,1,,10.0,20.0,23.0,12.0,18.0,21.0,6.0,,,,,1.0
be20e349-89fb-48b5-ab18-8a82ab8efd0a,"Abrantish FC (Portugal)
",1,CD,De Souza,0,,9.0,3.0,34.0,13.0,14.0,20.0,5.0,,,1.0,,1.0
c16388b1-fa34-4993-b8f8-118eb90cb586,"Abrantish FC (Portugal)
",1,LD,Marcelo,0,,3.0,13.0,21.0,22.0,14.0,31.0,5.0,,,,,1.0
83bef23e-874b-4f04-a858-45141722711b,"Abrantish FC (Portugal)
",1,RD,Notasco,1,,16.0,23.0,21.0,5.0,16.0,31.0,6.0,,,,,1.0
cbda0f6e-da03-4366-b265-085a39d5b899,"Abrantish FC (Portugal)
",1,CM,Giraldo,0,,13.0,26.0,4.0,10.0,12.0,25.0,5.0,,,,,1.0
70135dac-f44c-48cd-ba62-7e073b793e65,"Abrantish FC (Portugal)
",1,MF,Balsemao,0,,19.0,24.0,3.0,7.0,12.0,20.0,5.0,,,,,1.0
89d14157-3a98-4988-ade0-927736abe13a,"Abrantish FC (Portugal)
",1,F,Imperial,1,,14.0,4.0,12.0,23.0,14.0,23.0,6.0,,,,,1.0
3ac5245d-f440-4b09-8a03-53928cda0aad,"Abrantish FC (Portugal)
",1,CF,Cadenas,0,,33.0,8.0,6.0,9.0,13.0,20.0,5.0,,,,,1.0
3eed8f5f-b547-41f1-92e8-d8e5c49826aa,"Abrantish FC (Portugal)
",1,?,Formoso,2,,24.0,2.0,14.0,22.0,14.0,21.0,7.0,,,,,1.0
12fe20df-ec2a-468f-b099-ae89e5bbe55d,"Abrantish FC (Portugal)
",1,G,Lobos,0,,3.0,12.0,23.0,12.0,11.0,19.0,5.0,,,,,1.0
e23effcb-d86b-40ff-940b-8452a7d09a67,"Abrantish FC (Portugal)
",1,D,Chaparro,1,,5.0,16.0,14.0,18.0,12.0,26.0,6.0,,,,,1.0
7d0455a5-1537-4a27-8aad-22637f00c6d6,"Abrantish FC (Portugal)
",1,M,Montenegro,1,,24.0,5.0,16.0,8.0,12.0,23.0,6.0,,,,,1.0
2995d49a-1e5b-4583-a528-395aa2075d54,"Abrantish FC (Portugal)
",1,DM,Braz,1,,10.0,26.0,14.0,15.0,16.0,19.0,6.0,,,,,1.0
85e4ca0d-86a1-44b1-9308-c4747546f810,"Abrantish FC (Portugal)
",1,?,Abril,0,,5.0,5.0,11.0,8.0,4.0,23.0,5.0,,,,,1.0
f6f3a755-b398-4c9b-9d87-47611c036338,"Abrantish FC (Portugal)
",1,?,Foiha,0,,9.0,12.0,3.0,14.0,7.0,25.0,5.0,,,,,1.0
d184ab08-2e38-4d7e-ac58-1513827cf5d1,"Abrantish FC (Portugal)
",1,?,Mancha,0,,2.0,9.0,11.0,7.0,4.0,32.0,5.0,,,,,1.0
24f64cea-de11-4f0e-a8ea-e6e4710b68e3,"Abrantish FC (Portugal)
",1,?,Prior,0,,6.0,4.0,9.0,10.0,4.0,30.0,5.0,,,,,1.0
4719cb09-09c5-4fc1-9eb2-e8f2550e6dda,"Viana FC (Portugal)
",1,GK,Carrico,0,,12.0,12.0,20.0,9.0,12.0,25.0,5.0,,,,,1.0
8b63f9b1-cb09-4aa8-a434-9d46e9f9178d,"Viana FC (Portugal)
",1,DF,Neto,1,,10.0,19.0,31.0,5.0,16.0,30.0,6.0,,,,,1.0
e0619278-b1f9-4362-9e1b-8d8d62d7559b,"Viana FC (Portugal)
",1,D,Aldair,1,,9.0,15.0,34.0,16.0,19.0,20.0,6.0,,,,,1.0
d37531c3-98bb-409d-b551-9be364675ef5,"Viana FC (Portugal)
",1,CD,Amaral,0,,14.0,11.0,21.0,10.0,12.0,21.0,5.0,,,,,1.0
ba96b9e2-931a-4ad5-a806-f4f817aabd15,"Viana FC (Portugal)
",1,D,Maia,1,,3.0,12.0,33.0,20.0,17.0,22.0,6.0,,,,,1.0
be11c1f1-03cb-4283-8dd9-ad3f0d07fbb0,"Viana FC (Portugal)
",1,?,Coito,1,,8.0,12.0,21.0,9.0,11.0,27.0,6.0,,,,,1.0
707c2cb6-b992-4c8d-9bf1-aabdc4c70a2b,"Viana FC (Portugal)
",1,MF,Trigueros,1,,,25.0,10.0,16.0,15.0,25.0,6.0,,,,,0.875
1a50d619-ff29-4029-a4c9-4183fa8ffdfb,"Viana FC (Portugal)
",1,CM,Ferraz,0,,15.0,26.0,7.0,8.0,13.0,23.0,5.0,,,,,1.0
a250ed8b-0e6c-4d4d-9a35-35fddcdcf296,"Viana FC (Portugal)
",1,M,Cosme,2,Top-2,23.0,23.0,14.0,8.0,,26.0,7.0,,,1.0,,0.875
0355b798-25a3-4485-a3f4-a89225b6c85d,"Viana FC (Portugal)
",1,F,Comeja,0,,25.0,8.0,12.0,5.0,11.0,25.0,5.0,,,,,1.0
e826b35a-24fe-43b8-a7d9-df2884391655,"Viana FC (Portugal)
",1,?,Pinta,0,,24.0,14.0,9.0,6.0,12.0,20.0,5.0,,,,,1.0
ee2377ce-06d1-4812-8940-10c86ba24f61,"Viana FC (Portugal)
",1,D,Penso,1,,8.0,17.0,16.0,9.0,11.0,33.0,6.0,,,,,1.0
14973d3b-0b15-40fe-b8f4-e790cc1e293a,"Viana FC (Portugal)
",1,M,Ato,1,,22.0,19.0,11.0,16.0,17.0,32.0,6.0,,,,,1.0
de6b507d-a023-48d6-93c4-6ec68ee284a2,"Viana FC (Portugal)
",1,CM,Sara iva,1,,1.0,,5.0,9.0,3.0,18.0,6.0,,,,,0.875
7f853e4a-cdcd-4355-9662-bdbe6f342a7f,"Viana FC (Portugal)
",1,F,Borges,1,,18.0,17.0,11.0,22.0,17.0,24.0,6.0,,,,,1.0
f94efbbd-4f6b-4e96-b4fe-a5a8cb255090,"Viana FC (Portugal)
",1,F,Deus,0,,13.0,8.0,4.0,22.0,10.0,26.0,5.0,,,,,1.0
fa9c172f-a2b4-4d26-9c01-6b8acaa3035a,"Viana FC (Portugal)
",1,CF,Almas,0,,21.0,18.0,5.0,6.0,11.0,21.0,5.0,,,,,1.0
e9e0477a-4b4f-4230-8bdf-7798be180785,"Viana FC (Portugal)
",1,?,p utra,0,,20.0,8.0,15.0,1.0,9.0,21.0,5.0,,,,,1.0
26171ce6-fa5d-434e-a458-eb226d6156b9,"Viana FC (Portugal)
",1,?,Paes,1,,15.0,19.0,8.0,5.0,,24.0,6.0,,,,,0.875
9a83a750-5fba-4e8f-879d-d1878e21126e,"Ponta Delgada FC (Portugal)
",2,GK,Marques,1,,9.0,26.0,44.0,31.0,31.0,26.0,6.0,,,,,1.0
3d3393f7-006c-4b5f-ab27-7cc18c0ae263,"Ponta Delgada FC (Portugal)
",2,CD,Serrao,2,Top-1,9.0,18.0,51.0,59.0,40.0,30.0,7.0,,,2.0,,1.0
d2f06012-020c-4f5c-912e-ebae6468d5c4,"Ponta Delgada FC (Portugal)
",2,?,Vidigal,3,,10.0,26.0,48.0,5.0,,16.0,,,,,,0.75
200d6d3b-d831-4fb1-84b4-a44680342f57,"Ponta Delgada FC (Portugal)
",2,DF,Cavaco,1,Top-2,18.0,27.0,59.0,48.0,,28.0,6.0,,,2.0,,0.875
df7c8c74-bcd5-499e-ad33-47972df6aae9,"Ponta Delgada FC (Portugal)
",2,CD,Neto,3,,22.0,11.0,62.0,48.0,42.0,23.0,,,,,,0.875
59af392e-d7fd-4bde-ba7f-c055e23f9e6c,"Ponta Delgada FC (Portugal)
",2,CM,Pourado,2,Top-1,46.0,57.0,18.0,16.0,40.0,23.0,7.0,,,,,1.0
9433be33-4647-47ff-9c1a-f62f54192ef7,"Ponta Delgada FC (Portugal)
",2,RM,Leite,2,4,23.0,46.0,23.0,39.0,33.0,23.0,7.0,,,,,1.0
d0c8a793-0c60-49ef-8c5c-73a362f86db9,"Ponta Delgada FC (Portugal)
",2,CM,Ramo,1,,29.0,48.0,11.0,19.0,30.0,32.0,6.0,,,,,1.0
c3e7445b-f80c-4ea5-b90b-d244daee95c1,"Ponta Delgada FC (Portugal)
",2,FW,Macedo,2,Top-2,68.0,25.0,10.0,22.0,36.0,27.0,7.0,,,1.0,,1.0
ba54bf95-8557-4b5e-bfe7-fe7421a3b6f3,"Ponta Delgada FC (Portugal)
",2,CF,Diniz T,2,-1p-,53.0,20.0,23.0,41.0,40.0,26.0,7.0,,,1.0,,1.0
f19d43d2-e30f-4035-8486-da32006cefe0,"Ponta Delgada FC (Portugal)
",2,CF,Chico,1,Top-2,56.0,22.0,15.0,17.0,31.0,20.0,6.0,,,,,1.0
a8f6dc2c-3604-4722-801d-3b767e60cf75,"Ponta Delgada FC (Portugal)
",2,G,Fama,2,,26.0,16.0,33.0,41.0,33.0,25.0,7.0,,,,,1.0
5f229519-5136-4676-9268-da5e8702517e,"Ponta Delgada FC (Portugal)
",2,LD,Magettan,2,,18.0,22.0,42.0,34.0,33.0,26.0,7.0,,,1.0,,1.0
3869813e-04c2-4fea-ac7c-b714d3c12663,"Ponta Delgada FC (Portugal)
",2,LM,Sancho,1,,44.0,33.0,10.0,18.0,30.0,33.0,6.0,,,,,1.0
4a20b26b-e952-4399-9678-3e3c272fcf3f,"Ponta Delgada FC (Portugal)
",2,DM,Rezendes,1,,45.0,3.0,40.0,19.0,30.0,21.0,6.0,,,,,1.0
170302bf-4375-4b8f-bc8b-99767f52bf97,"Ponta Delgada FC (Portugal)
",2,M,Paiva,1,wee,8.0,26.0,17.0,26.0,20.0,18.0,6.0,,,,,1.0
7ab321d2-3b95-43c5-9603-ffb1d33f4512,"Ponta Delgada FC (Portugal)
",2,LF,Monsanto,2,,39.0,11.0,26.0,55.0,33.0,25.0,7.0,,,,,1.0
ef09251b-8c33-46a4-9973-1437b3f91769,"Ponta Delgada FC (Portugal)
",2,RF,Nery,2,,52.0,21.0,16.0,42.0,33.0,27.0,7.0,,,,,1.0
db7a7583-9d77-4f97-a862-925a2f51a924,"Matosinhos FC (Portugal)
",2,GK,Migues,1,,19.0,14.0,54.0,50.0,40.0,21.0,6.0,,,,,1.0
924e65e2-52a3-4423-b7e6-3d1b6664c36d,"Matosinhos FC (Portugal)
",2,SW,Luis,2,,22.0,37.0,41.0,40.0,41.0,31.0,7.0,,,1.0,,1.0
ad491a63-461a-4fe0-b689-2cfa8564fa22,"Matosinhos FC (Portugal)
",2,CD,vitna,2,,17.0,13.0,47.0,39.0,33.0,19.0,7.0,,,1.0,,1.0
0d326b1e-150a-44eb-b379-3d1f2e6a4255,"Matosinhos FC (Portugal)
",2,CD,Caetano,3,,10.0,32.0,52.0,31.0,36.0,24.0,,,,,,0.875
9071e9c1-a560-4af8-b3aa-e9a6a83fad3a,"Matosinhos FC (Portugal)
",2,CD,Borges,2,Top-3,12.0,16.0,69.0,28.0,36.0,22.0,7.0,,,,,1.0
63f30957-67a2-487c-bfde-741194b2c28d,"Matosinhos FC (Portugal)
",2,RD,Louro,2,,14.0,37.0,66.0,8.0,35.0,21.0,7.0,,,,,1.0
4229daed-7bc2-46a3-ab66-fd96bcf32170,"Matosinhos FC (Portugal)
",2,LM,Mancia,2,,24.0,48.0,36.0,32.0,40.0,30.0,7.0,,,,,1.0
b7ed20b8-176f-4550-a4d2-d99190f3fd92,"Matosinhos FC (Portugal)
",2,MF,Machado,2,,28.0,40.0,34.0,23.0,33.0,31.0,7.0,,,,,1.0
66559a5f-64dd-4060-b34e-676669958624,"Matosinhos FC (Portugal)
",2,LF,Sacramento,2,,39.0,13.0,10.0,75.0,40.0,22.0,7.0,,,,,1.0
48bfeb7d-5df2-4000-b1df-c4548c9c57ec,"Matosinhos FC (Portugal)
",2,CF,Pacifico,2,Top-1,54.0,23.0,13.0,26.0,35.0,22.0,7.0,,,1.0,,1.0
6de54f11-2060-400e-a285-6f663c297039,"Matosinhos FC (Portugal)
",2,RF,vara,2,,52.0,9.0,15.0,61.0,40.0,33.0,7.0,,,,,1.0
5542a1e0-e9ad-4bb5-a7a3-0cea24ce245f,"Matosinhos FC (Portugal)
",2,GK,Cardosa,1,,34.0,46.0,38.0,10.0,37.0,25.0,6.0,,,,,1.0
36a124d4-916b-40c8-aece-6be1b3a29f9f,"Matosinhos FC (Portugal)
",2,CD,Dantes,1,,30.0,20.0,37.0,23.0,31.0,23.0,6.0,,,,,1.0
6085a775-af67-4d1c-a778-ee6433b39c4f,"Matosinhos FC (Portugal)
",2,M,Magetan,2,,43.0,33.0,17.0,14.0,,25.0,7.0,,,,,0.875
d893bf88-c015-4fa4-9dfb-acaf59d591ac,"Matosinhos FC (Portugal)
",2,DM,Vieyra,1,,10.0,47.0,20.0,30.0,30.0,23.0,6.0,,,,,1.0
486551d9-03c2-4c65-a65d-761623471470,"Matosinhos FC (Portugal)
",2,DM,labat,2,,63.0,6.0,38.0,24.0,33.0,22.0,7.0,,,,,1.0
3acc6955-f872-431f-b338-d960ecb6d365,"Matosinhos FC (Portugal)
",2,FW,Mitazar,2,,34.0,30.0,42.0,22.0,37.0,20.0,7.0,,,,,1.0
1208a134-a15f-4403-a4eb-46efc0f5e084,"Matosinhos FC (Portugal)
",2,DF,Meireles,2,,6.0,15.0,27.0,44.0,25.0,22.0,7.0,,,,,1.0
a29b34e2-ee6f-4d55-82bd-e5851135263f,"Matosinhos FC (Portugal)
",2,CF,Lots,3,,28.0,16.0,23.0,34.0,,30.0,,,,,,0.75
ba0d49d9-ec10-4ca5-a8b7-a64e37145e7a,"Matosinhos FC (Portugal)
",2,LF,Sara iva,2,,49.0,20.0,14.0,33.0,33.0,25.0,7.0,,,,,1.0
903203f1-1a3d-47cc-a3cc-5595d26e3f9b,"Viseu FC (Portugal)
",2,GK,Guajira,2,,10.0,8.0,73.0,46.0,40.0,20.0,7.0,,,,,1.0
6398de5f-850f-4029-95a5-2820d3ca8f37,"Viseu FC (Portugal)
",2,CD,Gataz,1,,14.0,27.0,70.0,20.0,33.0,20.0,6.0,,,1.0,,1.0
81227265-d6d7-4f36-880d-16779321f51b,"Viseu FC (Portugal)
",2,DF,Kat,2,,50.0,26.0,70.0,21.0,,33.0,7.0,,,,,0.875
d82c57d2-4676-4fec-9d08-b9c618360d82,"Viseu FC (Portugal)
",2,DF,Rosal,2,,7.0,23.0,67.0,25.0,35.0,27.0,7.0,,,2.0,,1.0
38a3e8ca-4f14-4999-bee3-31b3c8abfcb1,"Viseu FC (Portugal)
",2,RD,apuente,3,,36.0,25.0,45.0,31.0,40.0,23.0,,,,,,0.875
fcadae6a-891f-4078-8347-5ac3c98d4d56,"Viseu FC (Portugal)
",2,DM,Birchier,2,Top-2,66.0,5.0,60.0,33.0,43.0,27.0,7.0,,,,,1.0
92a92899-58c3-4c1b-94bd-f57c203491ab,"Viseu FC (Portugal)
",2,LM,Gago,3,,48.0,58.0,28.0,9.0,42.0,23.0,,,,,,0.875
9bed0252-6724-4332-9112-14432e869b7b,"Viseu FC (Portugal)
",2,MF,Amaral,2,,47.0,48.0,6.0,30.0,33.0,33.0,7.0,,,,,1.0
21f4ddcf-631e-47f0-9693-ff20af101218,"Viseu FC (Portugal)
",2,CF,Coutinho,3,Top-3,49.0,45.0,27.0,19.0,41.0,21.0,,,,1.0,,0.875
1428921a-c4cf-4c60-8cfc-6874afa8e860,"Viseu FC (Portugal)
",2,CF,Rocha,2,,47.0,35.0,12.0,,35.0,21.0,7.0,,,,,0.875
e2e76940-4f99-46d2-b0f9-5cb5441493e2,"Viseu FC (Portugal)
",2,RF,cambra,2,Top-3,49.0,30.0,20.0,41.0,41.0,24.0,7.0,,,3.0,,1.0
29c6e6d7-1d7b-49b1-ad6f-5435c616c8a0,"Viseu FC (Portugal)
",2,GK,Evora,2,,10.0,13.0,46.0,56.0,,31.0,7.0,,,3.0,,0.875
